,Position,Track Name,Artist,Streams
88,89,Wishing Well,Juice WRLD,8000429
89,90,Mood Swings (feat. Lil Tjay),Pop Smoke,7947994
90,91,Stuck with U (with Justin Bieber),Ariana Grande,7936910
91,92,Lucid Dreams,Juice WRLD,7932320
92,93,goosebumps,Travis Scott,7886457
93,94,Memories,Maroon 5,7877975
94,95,Señorita,Shawn Mendes,7827636
95,96,Adore You,Harry Styles,7679161
96,97,Blueberry Faygo,Lil Mosey,7666810
97,98,Mi Cuarto,Jerry Di,7648908
98,99,La Luz,Sech,7546124
99,100,La Jeepeta - Remix,Nio Garcia,7492188
100,101,The Box,Roddy Ricch,7478185
101,102,Diamonds,Sam Smith,7386716
102,103,bad guy,Billie Eilish,7344875
103,104,Ice Cream (with Selena Gomez),BLACKPINK,7333179
104,105,Baby (with J Balvin),Sfera Ebbasta,7276896
105,106,Lovesick Girls,BLACKPINK,7250488
106,107,HIGHEST IN THE ROOM,Travis Scott,7214206
107,108,How You Like That,BLACKPINK,7207814
108,109,Mistletoe,Justin Bieber,7181801
109,110,Shallow,Lady Gaga,7150090
110,111,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,7080346
111,112,Robbery,Juice WRLD,7057004
112,113,Rain On Me (with Ariana Grande),Lady Gaga,7056206
113,114,my ex's best friend (with blackbear),Machine Gun Kelly,7046833
114,115,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,6889656
115,116,Tusa,KAROL G,6832006
116,117,Break My Heart,Dua Lipa,6716369
117,118,Body,Megan Thee Stallion,6677462
118,119,Falling,Trevor Daniel,6615284
119,120,If the World Was Ending - feat. Julia Michaels,JP Saxe,6584931
120,121,Say You Won't Let Go,James Arthur,6584754
121,122,Fever,Dua Lipa,6570202
122,123,Caramelo,Ozuna,6561982
123,124,Somebody’s Problem,Morgan Wallen,6556452
124,125,Falling,Harry Styles,6528839
125,126,Believer,Imagine Dragons,6517791
126,127,I CAN'T STOP ME,TWICE,6471376
127,128,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,6393200
128,129,Jocelyn Flores,XXXTENTACION,6323664
129,130,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,6316628
130,131,Mad at Disney,salem ilese,6295699
131,132,everything i wanted,Billie Eilish,6245718
132,133,Tick Tock (feat. 24kGoldn),Clean Bandit,6241923
133,134,Dior,Pop Smoke,6229944
134,135,All Girls Are The Same,Juice WRLD,6212253
135,136,Life Is Good (feat. Drake),Future,6207775
136,137,Azul,J Balvin,6195060
137,138,De Cora <3,Rauw Alejandro,6174724
138,139,Dime Cómo Quieres,Christian Nodal,6152821
139,140,SICKO MODE,Travis Scott,6150997
140,141,ily (i love you baby) (feat. Emilee),Surf Mesa,6055238
141,142,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,5981878
142,143,Sleigh Ride,The Ronettes,5935565
143,144,Go Crazy,Chris Brown,5933841
144,145,Martin & Gina,Polo G,5908835
145,146,Perfect,Ed Sheeran,5907374
146,147,ROXANNE,Arizona Zervas,5875428
147,148,Feliz Navidad,José Feliciano,5829640
148,149,motive (with Doja Cat),Ariana Grande,5829561
149,150,Electric Love,BØRNS,5824108
150,151,Intentions (feat. Quavo),Justin Bieber,5792918
151,152,Ride It,Regard,5790744
152,153,Polvo,Nicky Jam,5755075
153,154,Toosie Slide,Drake,5753335
154,155,Holly Jolly Christmas,Michael Bublé,5728314
155,156,7 rings,Ariana Grande,5687687
156,157,At My Worst,Pink Sweat$,5666579
157,158,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,5650151
158,159,Daddy Issues,The Neighbourhood,5626129
159,160,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,5554429
160,161,SAD!,XXXTENTACION,5504962
161,162,Tik Tok (feat. Marracash & Guè Pequeno),Sfera Ebbasta,5504912
162,163,All of Me,John Legend,5500151
163,164,Bohemian Rhapsody - Remastered 2011,Queen,5474093
164,165,when the party's over,Billie Eilish,5460648
165,166,Shape of You,Ed Sheeran,5446847
166,167,Kings & Queens,Ava Max,5422447
167,168,Boy With Luv (feat. Halsey),BTS,5391304
168,169,Do They Know It's Christmas? - 1984 Version,Band Aid,5371711
169,170,Jerusalema (feat. Nomcebo Zikode),Master KG,5362508
170,171,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,5358940
171,172,Someone To You,BANNERS,5356303
172,173,Be Alright,Dean Lewis,5264020
173,174,Abracadabra (feat. Future),Sfera Ebbasta,5263469
174,175,I Don't Care (with Justin Bieber),Ed Sheeran,5228595
175,176,hot girl bummer,blackbear,5217941
176,177,Djadja (feat. Maluma) - Remix,Aya Nakamura,5203423
177,178,ALWAYS DO,The Kid LAROI,5196635
178,179,Goosebumps,HVME,5191184
179,180,Godzilla (feat. Juice WRLD),Eminem,5177247
180,181,Smile (with The Weeknd),Juice WRLD,5164187
181,182,Star Shopping,Lil Peep,5136702
182,183,Be Kind (with Halsey),Marshmello,5093756
183,184,rockstar (feat. 21 Savage),Post Malone,5043474
184,185,Pretty Savage,BLACKPINK,5039047
185,186,In Your Eyes,The Weeknd,5022507
186,187,Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,4995203
187,188,Mirrors,Justin Timberlake,4988571
188,189,Without Me,Halsey,4984774
189,190,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,4935865
190,191,Yellow,Coldplay,4933146
191,192,Hollywood (feat. Diplo),Sfera Ebbasta,4920218
192,193,Runnin,21 Savage,4914682
193,194,Are You Bored Yet? (feat. Clairo),Wallows,4911995
194,195,"10,000 Hours (with Justin Bieber)",Dan + Shay,4911749
195,196,You Got It,Vedo,4907925
196,197,Quiéreme Mientras Se Pueda,Manuel Turizo,4899440
197,198,Driving Home for Christmas - 2019 Remaster,Chris Rea,4888194
198,199,Say So,Doja Cat,4886071
199,200,Party Girl,StaySolidRocky,4878286
0,1,DÁKITI,Bad Bunny,53344093
1,2,LA NOCHE DE ANOCHE,Bad Bunny,30110474
2,3,positions,Ariana Grande,29088183
3,4,All I Want for Christmas Is You,Mariah Carey,28851001
4,5,Mood (feat. iann dior),24kGoldn,27214554
5,6,Dynamite,BTS,24688584
6,7,Blinding Lights,The Weeknd,24637131
7,8,Therefore I Am,Billie Eilish,24602518
8,9,Last Christmas,Wham!,24561977
9,10,BICHOTA,KAROL G,23051450
10,11,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,22798066
11,12,TE MUDASTE,Bad Bunny,22594698
12,13,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,22412708
13,14,Santa Tell Me,Ariana Grande,20098148
14,15,Life Goes On,BTS,19911464
15,16,Prisoner (feat. Dua Lipa),Miley Cyrus,19592391
16,17,YO VISTO ASÍ,Bad Bunny,19441372
17,18,It's Beginning to Look a Lot like Christmas,Michael Bublé,19245044
18,19,34+35,Ariana Grande,19174761
19,20,What You Know Bout Love,Pop Smoke,18353238
20,21,HACIENDO QUE ME AMAS,Bad Bunny,18064154
21,22,Lonely (with benny blanco),Justin Bieber,18006471
22,23,Rockin' Around The Christmas Tree,Brenda Lee,17910786
23,24,Jingle Bell Rock,Bobby Helms,17455348
24,25,Watermelon Sugar,Harry Styles,16147806
25,26,WAP (feat. Megan Thee Stallion),Cardi B,16112838
26,27,It's the Most Wonderful Time of the Year,Andy Williams,15767651
27,28,Hawái,Maluma,15744717
28,29,TE DESEO LO MEJOR,Bad Bunny,15468949
29,30,you broke me first,Tate McRae,15150566
30,31,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,14993701
31,32,Underneath the Tree,Kelly Clarkson,14459557
32,33,BOOKER T,Bad Bunny,14423088
33,34,Head & Heart (feat. MNEK),Joel Corry,14188874
34,35,Holy (feat. Chance The Rapper),Justin Bieber,13705356
35,36,HOLIDAY,Lil Nas X,13446775
36,37,Levitating (feat. DaBaby),Dua Lipa,13331112
37,38,Whoopty,CJ,13307940
38,39,ROCKSTAR (feat. Roddy Ricch),DaBaby,13020974
39,40,Heather,Conan Gray,12994954
40,41,HOY COBRÉ,Bad Bunny,12914431
41,42,Relación - Remix,Sech,12891111
42,43,LA DROGA,Bad Bunny,12756673
43,44,MALDITA POBREZA,Bad Bunny,12660806
44,45,Mistletoe,Justin Bieber,12645717
45,46,La Nota,Manuel Turizo,12590443
46,47,Someone You Loved,Lewis Capaldi,12589694
47,48,EL MUNDO ES MÍO,Bad Bunny,12507010
48,49,pov,Ariana Grande,12239354
49,50,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,11823139
50,51,Chica Ideal,Sebastian Yatra,11547745
51,52,La Tóxica,Farruko,11436074
52,53,ANTES QUE SE ACABE,Bad Bunny,11298839
53,54,Midnight Sky,Miley Cyrus,11282205
54,55,Vida de Rico,Camilo,11280505
55,56,Se Te Nota (with Guaynaa),Lele Pons,11234191
56,57,Wonder,Shawn Mendes,11198890
57,58,Dance Monkey,Tones And I,11132840
58,59,SORRY PAPI,Bad Bunny,11066606
59,60,Roses - Imanbek Remix,SAINt JHN,11037997
60,61,Laugh Now Cry Later (feat. Lil Durk),Drake,11021585
61,62,Feliz Navidad,José Feliciano,11016398
62,63,120,Bad Bunny,10957181
63,64,Sleigh Ride,The Ronettes,10922319
64,65,Put Your Records On,Ritt Momney,10857134
65,66,TRELLAS,Bad Bunny,10733416
66,67,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,10663666
67,68,Before You Go,Lewis Capaldi,10524755
68,69,Do They Know It's Christmas? - 1984 Version,Band Aid,10506040
69,70,Jeans,Justin Quiles,10441272
70,71,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,10430767
71,72,Hawái - Remix,Maluma,10406145
72,73,Body,Megan Thee Stallion,10269189
73,74,Holly Jolly Christmas,Michael Bublé,10214329
74,75,Mi Niña,Wisin,10105804
75,76,Don't Start Now,Dua Lipa,10095097
76,77,La Curiosidad,Jay Wheeler,10057150
77,78,Reloj,Rauw Alejandro,10021934
78,79,Driving Home for Christmas - 2019 Remaster,Chris Rea,9939689
79,80,Una Locura,Ozuna,9770867
80,81,Parce (feat. Justin Quiles),Maluma,9630429
81,82,Take You Dancing,Jason Derulo,9629780
82,83,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,9624871
83,84,"Ay, DiOs Mío!",KAROL G,9425789
84,85,Breaking Me,Topic,9404860
85,86,Angels Like You,Miley Cyrus,9210684
86,87,SO DONE,The Kid LAROI,9098005
87,88,Savage Love (Laxed - Siren Beat),Jawsh 685,9018824
88,89,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,8856879
89,90,Golden,Harry Styles,8833922
90,91,The Business,Tiësto,8792506
91,92,Paradise (feat. Dermot Kennedy),MEDUZA,8719432
92,93,lovely (with Khalid),Billie Eilish,8640991
93,94,Blue & Grey,BTS,8600538
94,95,death bed (coffee for your head),Powfu,8592580
95,96,Circles,Post Malone,8538906
96,97,Sweater Weather,The Neighbourhood,8527414
97,98,Sofia,Clairo,8494599
98,99,The Box,Roddy Ricch,8455645
99,100,Fly To My Room,BTS,8413330
100,101,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,8410627
101,102,Train Wreck,James Arthur,8188256
102,103,Come & Go (with Marshmello),Juice WRLD,8113764
103,104,Adore You,Harry Styles,8104451
104,105,Despeinada,Ozuna,8059195
105,106,Lucid Dreams,Juice WRLD,8044711
106,107,Tattoo - Remix with Camilo,Rauw Alejandro,8011550
107,108,Wishing Well,Juice WRLD,8009634
108,109,Blueberry Faygo,Lil Mosey,7912684
109,110,goosebumps,Travis Scott,7868482
110,111,Memories,Maroon 5,7865479
111,112,Daisy,Ashnikko,7858885
112,113,Dreams - 2004 Remaster,Fleetwood Mac,7820309
113,114,Stuck with U (with Justin Bieber),Ariana Grande,7764252
114,115,Señorita,Shawn Mendes,7761944
115,116,Telepathy,BTS,7703744
116,117,Mood Swings (feat. Lil Tjay),Pop Smoke,7655200
117,118,Deep End,Fousheé,7506186
118,119,Tú Me Dejaste De Querer,C. Tangana,7410269
119,120,HIGHEST IN THE ROOM,Travis Scott,7322798
120,121,bad guy,Billie Eilish,7293356
121,122,Rain On Me (with Ariana Grande),Lady Gaga,7244219
122,123,Robbery,Juice WRLD,7235839
123,124,Tusa,KAROL G,7211158
124,125,La Jeepeta - Remix,Nio Garcia,7181368
125,126,Dis-ease,BTS,7165808
126,127,Tyler Herro,Jack Harlow,7053255
127,128,Stay,BTS,7010227
128,129,How You Like That,BLACKPINK,7005512
129,130,Falling,Trevor Daniel,6983669
130,131,Mi Cuarto,Jerry Di,6952003
131,132,Shallow,Lady Gaga,6947292
132,133,Merry Christmas Everyone,Shakin' Stevens,6947094
133,134,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,6924594
134,135,The Christmas Song (Merry Christmas To You),Nat King Cole,6903297
135,136,POPSTAR (feat. Drake),DJ Khaled,6845995
136,137,Diamonds,Sam Smith,6810194
137,138,Break My Heart,Dua Lipa,6747905
138,139,Lovesick Girls,BLACKPINK,6677644
139,140,Ice Cream (with Selena Gomez),BLACKPINK,6671202
140,141,Falling,Harry Styles,6660675
141,142,If the World Was Ending - feat. Julia Michaels,JP Saxe,6644865
142,143,Life Is Good (feat. Drake),Future,6641230
143,144,my ex's best friend (with blackbear),Machine Gun Kelly,6588907
144,145,everything i wanted,Billie Eilish,6570151
145,146,La Luz,Sech,6561327
146,147,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,6503520
147,148,Polvo,Nicky Jam,6495459
148,149,Say You Won't Let Go,James Arthur,6460942
149,150,Believer,Imagine Dragons,6415889
150,151,A Holly Jolly Christmas - Single Version,Burl Ives,6363405
151,152,White Christmas,Bing Crosby,6345811
152,153,All Girls Are The Same,Juice WRLD,6318473
153,154,Jocelyn Flores,XXXTENTACION,6317910
154,155,Hecha Pa' Mi,Boza,6306740
155,156,Dior,Pop Smoke,6301541
156,157,Intentions (feat. Quavo),Justin Bieber,6285789
157,158,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,6275914
158,159,Caramelo,Ozuna,6209625
159,160,ROXANNE,Arizona Zervas,6193822
160,161,SICKO MODE,Travis Scott,6171606
161,162,Goosebumps,HVME,6147746
162,163,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,6107081
163,164,Toosie Slide,Drake,6103893
164,165,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,6006877
165,166,ily (i love you baby) (feat. Emilee),Surf Mesa,5959923
166,167,I CAN'T STOP ME,TWICE,5955735
167,168,Azul,J Balvin,5950354
168,169,Ride It,Regard,5946962
169,170,Fever,Dua Lipa,5848328
170,171,CANTARES DE NAVIDAD,Trio Vegabajeño,5842320
171,172,Plastic Hearts,Miley Cyrus,5816739
172,173,Safaera,Bad Bunny,5780676
173,174,Go Crazy,Chris Brown,5778767
174,175,Perfect,Ed Sheeran,5776868
175,176,Daddy Issues,The Neighbourhood,5750024
176,177,Mad at Disney,salem ilese,5692810
177,178,Godzilla (feat. Juice WRLD),Eminem,5637109
178,179,7 rings,Ariana Grande,5631095
179,180,Jenny (I Wanna Ruin Our Friendship),Studio Killers,5605962
180,181,Fairytale of New York (feat. Kirsty MacColl),The Pogues,5595102
181,182,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,5584903
182,183,In Your Eyes,The Weeknd,5574222
183,184,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,5502047
184,185,Electric Love,BØRNS,5479965
185,186,At My Worst,Pink Sweat$,5472599
186,187,CÓMO SE SIENTE - Remix,Jhay Cortez,5463964
187,188,when the party's over,Billie Eilish,5451479
188,189,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,5441105
189,190,SAD!,XXXTENTACION,5439607
190,191,Bohemian Rhapsody - Remastered 2011,Queen,5430696
191,192,Recairei - Ao Vivo,Os Barões Da Pisadinha,5418578
192,193,Martin & Gina,Polo G,5414960
193,194,Say So,Doja Cat,5411804
194,195,Si Me Tomo Una Cerveza,Migrantes,5388186
195,196,De Cora <3,Rauw Alejandro,5372747
196,197,hot girl bummer,blackbear,5328560
197,198,All of Me,John Legend,5326581
198,199,Star Shopping,Lil Peep,5304264
199,200,Shape of You,Ed Sheeran,5290411
0,1,DÁKITI,Bad Bunny,42521776
1,2,All I Want for Christmas Is You,Mariah Carey,33463486
2,3,Last Christmas,Wham!,28540616
3,4,positions,Ariana Grande,27117910
4,5,Mood (feat. iann dior),24kGoldn,25959759
5,6,Blinding Lights,The Weeknd,25085148
6,7,Santa Tell Me,Ariana Grande,23873167
7,8,BICHOTA,KAROL G,23787475
8,9,LA NOCHE DE ANOCHE,Bad Bunny,23555955
9,10,It's Beginning to Look a Lot like Christmas,Michael Bublé,22257026
10,11,Dynamite,BTS,21708978
11,12,Rockin' Around The Christmas Tree,Brenda Lee,21702857
12,13,Therefore I Am,Billie Eilish,21602744
13,14,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,21503660
14,15,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,21360845
15,16,Jingle Bell Rock,Bobby Helms,20577119
16,17,34+35,Ariana Grande,20175952
17,18,It's the Most Wonderful Time of the Year,Andy Williams,18939227
18,19,Underneath the Tree,Kelly Clarkson,17418358
19,20,What You Know Bout Love,Pop Smoke,17070688
20,21,Watermelon Sugar,Harry Styles,15968529
21,22,Prisoner (feat. Dua Lipa),Miley Cyrus,15871950
22,23,Lonely (with benny blanco),Justin Bieber,15784721
23,24,Hawái,Maluma,15737974
24,25,WAP (feat. Megan Thee Stallion),Cardi B,15721613
25,26,Whoopty,CJ,15442043
26,27,Mistletoe,Justin Bieber,15037008
27,28,HOLIDAY,Lil Nas X,14751985
28,29,TE MUDASTE,Bad Bunny,14613401
29,30,you broke me first,Tate McRae,14542868
30,31,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,14371208
31,32,Life Goes On,BTS,14293150
32,33,ROCKSTAR (feat. Roddy Ricch),DaBaby,13986781
33,34,Levitating (feat. DaBaby),Dua Lipa,13537679
34,35,Head & Heart (feat. MNEK),Joel Corry,13488982
35,36,Feliz Navidad,José Feliciano,13437547
36,37,Sleigh Ride,The Ronettes,13405460
37,38,Wonder,Shawn Mendes,13366457
38,39,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,13330281
39,40,WITHOUT YOU,The Kid LAROI,13234043
40,41,Someone You Loved,Lewis Capaldi,13007854
41,42,Do They Know It's Christmas? - 1984 Version,Band Aid,12937851
42,43,Heather,Conan Gray,12925476
43,44,Holly Jolly Christmas,Michael Bublé,12759505
44,45,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,12548717
45,46,Dance Monkey,Tones And I,12520164
46,47,Relación - Remix,Sech,12513392
47,48,Roses - Imanbek Remix,SAINt JHN,12242440
48,49,La Nota,Manuel Turizo,12235738
49,50,Holy (feat. Chance The Rapper),Justin Bieber,11928999
50,51,Driving Home for Christmas - 2019 Remaster,Chris Rea,11821746
51,52,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,11723786
52,53,Chica Ideal,Sebastian Yatra,11504419
53,54,Don't Start Now,Dua Lipa,11302395
54,55,La Tóxica,Farruko,11218405
55,56,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,10924203
56,57,Vida de Rico,Camilo,10889262
57,58,Before You Go,Lewis Capaldi,10809057
58,59,pov,Ariana Grande,10598391
59,60,Laugh Now Cry Later (feat. Lil Durk),Drake,10568244
60,61,Body,Megan Thee Stallion,10356930
61,62,Reloj,Rauw Alejandro,10251437
62,63,La Curiosidad,Jay Wheeler,10080605
63,64,Jeans,Justin Quiles,10016957
64,65,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,9836674
65,66,Se Te Nota (with Guaynaa),Lele Pons,9781805
66,67,Put Your Records On,Ritt Momney,9752729
67,68,Mi Niña,Wisin,9704826
68,69,The Box,Roddy Ricch,9624218
69,70,Sweater Weather,The Neighbourhood,9580318
70,71,SO DONE,The Kid LAROI,9497406
71,72,Una Locura,Ozuna,9380936
72,73,"Ay, DiOs Mío!",KAROL G,9380288
73,74,Real Shit (with benny blanco),Juice WRLD,9325928
74,75,death bed (coffee for your head),Powfu,9263638
75,76,Savage Love (Laxed - Siren Beat),Jawsh 685,9187992
76,77,HACIENDO QUE ME AMAS,Bad Bunny,9174305
77,78,Circles,Post Malone,9173396
78,79,Parce (feat. Justin Quiles),Maluma,9150982
79,80,The Business,Tiësto,9083829
80,81,Take You Dancing,Jason Derulo,9005829
81,82,Breaking Me,Topic,8986776
82,83,Midnight Sky,Miley Cyrus,8986190
83,84,Hawái - Remix,Maluma,8965095
84,85,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,8879989
85,86,The Christmas Song (Merry Christmas To You),Nat King Cole,8798491
86,87,lovely (with Khalid),Billie Eilish,8674894
87,88,YO VISTO ASÍ,Bad Bunny,8648054
88,89,Lucid Dreams,Juice WRLD,8632576
89,90,Blueberry Faygo,Lil Mosey,8615885
90,91,Wishing Well,Juice WRLD,8563822
91,92,Paradise (feat. Dermot Kennedy),MEDUZA,8522333
92,93,Golden,Harry Styles,8507660
93,94,Adore You,Harry Styles,8489386
94,95,Come & Go (with Marshmello),Juice WRLD,8470154
95,96,Merry Christmas Everyone,Shakin' Stevens,8356328
96,97,Tusa,KAROL G,8281207
97,98,Memories,Maroon 5,8203092
98,99,Sofia,Clairo,8116425
99,100,goosebumps,Travis Scott,8082935
100,101,Hecha Pa' Mi,Boza,8081093
101,102,Train Wreck,James Arthur,8069147
102,103,Tattoo - Remix with Camilo,Rauw Alejandro,7943793
103,104,Teach Me How To Love,Shawn Mendes,7932101
104,105,A Holly Jolly Christmas - Single Version,Burl Ives,7919789
105,106,White Christmas,Bing Crosby,7855240
106,107,Daisy,Ashnikko,7849974
107,108,Robbery,Juice WRLD,7832925
108,109,Stuck with U (with Justin Bieber),Ariana Grande,7786509
109,110,Señorita,Shawn Mendes,7779724
110,111,Despeinada,Ozuna,7735526
111,112,Falling,Trevor Daniel,7687749
112,113,bad guy,Billie Eilish,7611940
113,114,HIGHEST IN THE ROOM,Travis Scott,7524886
114,115,Dreams - 2004 Remaster,Fleetwood Mac,7489524
115,116,Rain On Me (with Ariana Grande),Lady Gaga,7488057
116,117,Mood Swings (feat. Lil Tjay),Pop Smoke,7478797
117,118,BOOKER T,Bad Bunny,7460066
118,119,Tyler Herro,Jack Harlow,7441166
119,120,Fairytale of New York (feat. Kirsty MacColl),The Pogues,7419073
120,121,Life Is Good (feat. Drake),Future,7253571
121,122,Shallow,Lady Gaga,7071408
122,123,Deep End,Fousheé,7051083
123,124,Break My Heart,Dua Lipa,7040105
124,125,How You Like That,BLACKPINK,7027925
125,126,Tú Me Dejaste De Querer,C. Tangana,7026997
126,127,everything i wanted,Billie Eilish,7010341
127,128,La Jeepeta - Remix,Nio Garcia,7001453
128,129,Mi Cuarto,Jerry Di,6903519
129,130,POPSTAR (feat. Drake),DJ Khaled,6857328
130,131,Intentions (feat. Quavo),Justin Bieber,6849286
131,132,All Girls Are The Same,Juice WRLD,6849170
132,133,If the World Was Ending - feat. Julia Michaels,JP Saxe,6813876
133,134,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,6761274
134,135,ROXANNE,Arizona Zervas,6743057
135,136,Toosie Slide,Drake,6713203
136,137,Falling,Harry Styles,6713135
137,138,Blinding Lights (with ROSALÍA) - Remix,The Weeknd,6653913
138,139,Goosebumps,HVME,6639121
139,140,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,6594810
140,141,Jocelyn Flores,XXXTENTACION,6588030
141,142,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,6567755
142,143,BEBÉ,Camilo,6531314
143,144,Believer,Imagine Dragons,6517381
144,145,my ex's best friend (with blackbear),Machine Gun Kelly,6512254
145,146,Say You Won't Let Go,James Arthur,6473449
146,147,Dior,Pop Smoke,6422740
147,148,Polvo,Nicky Jam,6421022
148,149,Santa Claus Is Coming To Town,The Jackson 5,6413337
149,150,Ride It,Regard,6380425
150,151,SICKO MODE,Travis Scott,6366712
151,152,Ice Cream (with Selena Gomez),BLACKPINK,6357432
152,153,Diamonds,Sam Smith,6307911
153,154,Godzilla (feat. Juice WRLD),Eminem,6304655
154,155,La Luz,Sech,6284794
155,156,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,6284325
156,157,Caramelo,Ozuna,6264534
157,158,Lovesick Girls,BLACKPINK,6260095
158,159,TE DESEO LO MEJOR,Bad Bunny,6204228
159,160,Santa Baby,Kylie Minogue,6164407
160,161,ily (i love you baby) (feat. Emilee),Surf Mesa,6160812
161,162,Say So,Doja Cat,6097511
162,163,Go Crazy,Chris Brown,6058080
163,164,Daddy Issues,The Neighbourhood,6041646
164,165,Blue Christmas,Elvis Presley,6016316
165,166,Si Me Tomo Una Cerveza,Migrantes,6010432
166,167,Errbody,Lil Baby,5929516
167,168,Angels Like You,Miley Cyrus,5884221
168,169,In Your Eyes,The Weeknd,5843705
169,170,Step Into Christmas,Elton John,5838997
170,171,Have Yourself A Merry Little Christmas,Sam Smith,5829111
171,172,Christmas (Baby Please Come Home),Darlene Love,5825469
172,173,Perfect,Ed Sheeran,5788136
173,174,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,5781809
174,175,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,5755496
175,176,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,5747546
176,177,Azul,J Balvin,5738639
177,178,7 rings,Ariana Grande,5723260
178,179,Blue & Grey,BTS,5698275
179,180,SAD!,XXXTENTACION,5674532
180,181,Run Rudolph Run - Single Version,Chuck Berry,5668171
181,182,Star Shopping,Lil Peep,5623187
182,183,when the party's over,Billie Eilish,5594381
183,184,hot girl bummer,blackbear,5588280
184,185,Christmas Lights,Coldplay,5587697
185,186,Bohemian Rhapsody - Remastered 2011,Queen,5583592
186,187,Fever,Dua Lipa,5554677
187,188,Like It's Christmas,Jonas Brothers,5530602
188,189,At My Worst,Pink Sweat$,5479720
189,190,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,5463427
190,191,I CAN'T STOP ME,TWICE,5459878
191,192,Mad at Disney,salem ilese,5436450
192,193,Safaera,Bad Bunny,5390363
193,194,LA DROGA,Bad Bunny,5375449
194,195,GO (feat. Juice WRLD),The Kid LAROI,5370330
195,196,Jenny (I Wanna Ruin Our Friendship),Studio Killers,5364223
196,197,All of Me,John Legend,5322969
197,198,Christmas (Baby Please Come Home),Mariah Carey,5320336
198,199,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,5314734
199,200,My Only Wish (This Year),Britney Spears,5314724
0,1,DÁKITI,Bad Bunny,38564049
1,2,All I Want for Christmas Is You,Mariah Carey,32556355
2,3,willow,Taylor Swift,32004718
3,4,Last Christmas,Wham!,28682836
4,5,positions,Ariana Grande,25258769
5,6,Mood (feat. iann dior),24kGoldn,25021570
6,7,BICHOTA,KAROL G,24006064
7,8,Santa Tell Me,Ariana Grande,23649501
8,9,Rockin' Around The Christmas Tree,Brenda Lee,22518877
9,10,champagne problems,Taylor Swift,22508341
10,11,Blinding Lights,The Weeknd,22070898
11,12,It's Beginning to Look a Lot like Christmas,Michael Bublé,21728075
12,13,Jingle Bell Rock,Bobby Helms,21034789
13,14,LA NOCHE DE ANOCHE,Bad Bunny,20739365
14,15,"no body, no crime (feat. HAIM)",Taylor Swift,20260028
