,Position,Track Name,Artist,Streams
156,157,ocean eyes,Billie Eilish,4817531
157,158,Blanco,J Balvin,4762435
158,159,Moonlight,XXXTENTACION,4757235
159,160,A Tu Merced,Bad Bunny,4754410
160,161,How Do You Sleep?,Sam Smith,4748416
161,162,Dior,Pop Smoke,4743256
162,163,The Take (feat. Chris Brown),Tory Lanez,4728855
163,164,Callaita,Bad Bunny,4728000
164,165,SICKO MODE,Travis Scott,4726734
165,166,Let Me Down Slowly,Alec Benjamin,4720369
166,167,Eastside (with Halsey & Khalid),benny blanco,4720259
167,168,Be Alright,Dean Lewis,4715869
168,169,All of Me,John Legend,4642907
169,170,Dancing With A Stranger (with Normani),Sam Smith,4618305
170,171,Sigues Con El - Remix,Arcangel,4603769
171,172,Por Primera Vez,Camilo,4596684
172,173,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4592887
173,174,Fantasias - Remix,Rauw Alejandro,4561551
174,175,High Hopes,Panic! At The Disco,4531135
175,176,3 Nights,Dominic Fike,4529667
176,177,To Die For,Sam Smith,4527835
177,178,Lights Up,Harry Styles,4482261
178,179,God's Plan,Drake,4461524
179,180,Youngblood,5 Seconds of Summer,4460879
180,181,"Alone, Pt. II",Alan Walker,4427930
181,182,Better Now,Post Malone,4424878
182,183,If I Can't Have You,Shawn Mendes,4418340
183,184,I Like Me Better,Lauv,4389564
184,185,WANNABE,ITZY,4383521
185,186,Girls Like You (feat. Cardi B),Maroon 5,4383149
186,187,"thank u, next",Ariana Grande,4370596
187,188,Takeaway,The Chainsmokers,4359727
188,189,changes,XXXTENTACION,4345682
189,190,Hate Me (with Juice WRLD),Ellie Goulding,4341863
190,191,SLOW DANCING IN THE DARK,Joji,4337688
191,192,Something Just Like This,The Chainsmokers,4334018
192,193,Heart On Ice,Rod Wave,4324610
193,194,XO Tour Llif3,Lil Uzi Vert,4304537
194,195,La Cama - Remix,Lunay,4261965
195,196,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,4244510
196,197,Cradles,Sub Urban,4218201
197,198,Levitating,Dua Lipa,4209179
198,199,Relación,Sech,4206572
199,200,Good as Hell (feat. Ariana Grande),Lizzo,4176083
0,1,Blinding Lights,The Weeknd,42335028
1,2,Toosie Slide,Drake,38242621
2,3,Roses - Imanbek Remix,SAINt JHN,34732785
3,4,death bed (coffee for your head),Powfu,30329811
4,5,Don't Start Now,Dua Lipa,29891608
5,6,Dance Monkey,Tones And I,26584647
6,7,The Box,Roddy Ricch,26557289
7,8,Blueberry Faygo,Lil Mosey,25265589
8,9,Say So,Doja Cat,23062125
9,10,ROCKSTAR (feat. Roddy Ricch),DaBaby,20077654
10,11,Break My Heart,Dua Lipa,19424197
11,12,Supalonely,BENEE,19239058
12,13,Intentions (feat. Quavo),Justin Bieber,19203708
13,14,Falling,Trevor Daniel,19003716
14,15,Sunday Best,Surfaces,18535605
15,16,Savage,Megan Thee Stallion,16972890
16,17,Safaera,Bad Bunny,16036430
17,18,Someone You Loved,Lewis Capaldi,16027012
18,19,Yo Perreo Sola,Bad Bunny,15814801
19,20,ROXANNE,Arizona Zervas,15768916
20,21,Boss Bitch,Doja Cat,15706304
21,22,Circles,Post Malone,15281847
22,23,In Your Eyes,The Weeknd,14793457
23,24,Tusa,KAROL G,14774573
24,25,Physical,Dua Lipa,14492089
25,26,WHATS POPPIN,Jack Harlow,14048511
26,27,I’m Ready (with Demi Lovato),Sam Smith,13761693
27,28,Adore You,Harry Styles,13394159
28,29,Favorito,Camilo,13250436
29,30,Life Is Good (feat. Drake),Future,12626651
30,31,Memories,Maroon 5,12497510
31,32,@ MEH,Playboi Carti,12483097
32,33,bad guy,Billie Eilish,12355508
33,34,ily (i love you baby) (feat. Emilee),Surf Mesa,12274384
34,35,Rojo,J Balvin,12035503
35,36,Skechers,DripReport,12006087
36,37,Before You Go,Lewis Capaldi,11604668
37,38,If the World Was Ending - feat. Julia Michaels,JP Saxe,11350099
38,39,Godzilla (feat. Juice WRLD),Eminem,11338562
39,40,everything i wanted,Billie Eilish,11172955
40,41,Señorita,Shawn Mendes,11129487
41,42,Tattoo,Rauw Alejandro,10036173
42,43,FIND MY WAY,DaBaby,10007649
43,44,La Difícil,Bad Bunny,9858050
44,45,Amarillo,J Balvin,9715220
45,46,lovely (with Khalid),Billie Eilish,9547448
46,47,Lose Control,MEDUZA,9472631
47,48,Ride It,Regard,9439611
48,49,Ignorantes,Bad Bunny,9416364
49,50,Walk Em Down (feat. Roddy Ricch),NLE Choppa,9286291
50,51,Level of Concern,Twenty One Pilots,9216435
51,52,Yummy,Justin Bieber,8987380
52,53,HIGHEST IN THE ROOM,Travis Scott,8956307
53,54,Si Veo a Tu Mamá,Bad Bunny,8933414
54,55,Breaking Me,Topic,8904598
55,56,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,8676948
56,57,BELIEVE IT,PARTYNEXTDOOR,8549034
57,58,Gimme Love,Joji,8371735
58,59,PORFA,Feid,8223323
59,60,Morado,J Balvin,8129275
60,61,RITMO (Bad Boys For Life),Black Eyed Peas,7985768
61,62,hot girl bummer,blackbear,7982623
62,63,Like It Is,Kygo,7809870
63,64,SICKO MODE,Travis Scott,7809127
64,65,CITY OF ANGELS,24kGoldn,7771515
65,66,Diosa,Myke Towers,7740563
66,67,I Don't Care (with Justin Bieber),Ed Sheeran,7670721
67,68,Boyfriend,Selena Gomez,7659621
68,69,Lucid Dreams,Juice WRLD,7628663
69,70,High Fashion (feat. Mustard),Roddy Ricch,7475177
70,71,You should be sad,Halsey,7435555
71,72,Turks (feat. Travis Scott),NAV,7338487
72,73,Salt,Ava Max,7286967
73,74,Like That (feat. Gucci Mane),Doja Cat,7195497
74,75,"10,000 Hours (with Justin Bieber)",Dan + Shay,7124274
75,76,Ballin' (with Roddy Ricch),Mustard,7117447
76,77,My Oh My (feat. DaBaby),Camila Cabello,7105588
77,78,PICK UP (feat. Quavo),DaBaby,7065060
78,79,Selfish,Madison Beer,7020202
79,80,when the party's over,Billie Eilish,6974620
80,81,Vete,Bad Bunny,6970829
81,82,goosebumps,Travis Scott,6870067
82,83,P2,Lil Uzi Vert,6833572
83,84,Shallow,Lady Gaga,6823043
84,85,Elegí (feat. Dímelo Flow),Rauw Alejandro,6817857
85,86,Know Your Worth,Khalid,6797070
86,87,After Hours,The Weeknd,6723793
87,88,Hola - Remix,Dalex,6696847
88,89,Moral of the Story,Ashe,6667907
89,90,Beautiful People (feat. Khalid),Ed Sheeran,6666704
90,91,Sigues Con El,Dímelo Flow,6665424
91,92,La Santa,Bad Bunny,6451170
92,93,In Your Eyes (feat. Alida),Robin Schulz,6444016
93,94,Falling,Harry Styles,6311398
94,95,Believer,Imagine Dragons,6277416
95,96,Stupid Love,Lady Gaga,6193995
96,97,7 rings,Ariana Grande,6177654
97,98,Lalala,Y2K,6155968
98,99,Freedom,Kygo,6145334
99,100,Myron,Lil Uzi Vert,6142156
100,101,rockstar (feat. 21 Savage),Post Malone,6109242
101,102,JUMP (feat. YoungBoy Never Broke Again),DaBaby,6033348
102,103,Por Primera Vez,Camilo,5963195
103,104,Ransom,Lil Tecca,5962608
104,105,Astronomia,Vicetone,5937527
105,106,Heartless,The Weeknd,5933252
106,107,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,5928428
107,108,Watermelon Sugar,Harry Styles,5918056
108,109,Happier,Marshmello,5911680
109,110,Jocelyn Flores,XXXTENTACION,5904393
110,111,It's You,Ali Gatie,5886715
111,112,BOP,DaBaby,5876644
112,113,OUT WEST (feat. Young Thug),JACKBOYS,5852093
113,114,After Party,Don Toliver,5847570
114,115,SAD!,XXXTENTACION,5818985
115,116,What A Man Gotta Do,Jonas Brothers,5809666
116,117,What If I Told You That I Love You,Ali Gatie,5722131
117,118,Lose You To Love Me,Selena Gomez,5700478
118,119,Get You The Moon (feat. Snøw),Kina,5699198
119,120,Sigues Con El - Remix,Arcangel,5650019
120,121,Bohemian Rhapsody - Remastered 2011,Queen,5638058
121,122,China,Anuel AA,5633696
122,123,No Idea,Don Toliver,5611344
123,124,Bandit (with YoungBoy Never Broke Again),Juice WRLD,5605883
124,125,Make You Mine,PUBLIC,5590184
125,126,Shape of You,Ed Sheeran,5567853
126,127,PTSD,G Herbo,5549972
127,128,Without Me,Halsey,5524205
128,129,Goodbyes (Feat. Young Thug),Post Malone,5516176
129,130,Say You Won't Let Go,James Arthur,5499718
130,131,Bruises,Lewis Capaldi,5497520
131,132,No Time To Die,Billie Eilish,5479035
132,133,Kings & Queens,Ava Max,5472098
133,134,Old Town Road - Remix,Lil Nas X,5388408
134,135,Jangueo,Alex Rose,5378224
135,136,Never Seen the Rain,Tones And I,5315183
136,137,Perfect,Ed Sheeran,5280051
137,138,This City,Sam Fischer,5246212
138,139,LA CANCIÓN,J Balvin,5212044
139,140,Suicidal,YNW Melly,5182071
140,141,Fantasias,Rauw Alejandro,5151609
141,142,No Me Conoce - Remix,Jhay Cortez,5145783
142,143,Money In The Grave (Drake ft. Rick Ross),Drake,5143103
143,144,Keii,Anuel AA,5130660
144,145,July,Noah Cyrus,5116938
145,146,Muévelo,Nicky Jam,5079379
146,147,Robbery,Juice WRLD,5042352
147,148,Maniac,Conan Gray,4971240
148,149,Wow.,Post Malone,4946479
149,150,Can We Kiss Forever?,Kina,4942728
150,151,Sucker,Jonas Brothers,4942707
151,152,Sweet but Psycho,Ava Max,4908580
152,153,Broke In A Minute,Tory Lanez,4898586
153,154,MAMACITA,Black Eyed Peas,4888003
154,155,Higher Love,Kygo,4877557
155,156,LIGHTSKIN SH*T (feat. Future & jetsonmade),DaBaby,4861875
156,157,Piece Of Your Heart,MEDUZA,4852505
157,158,ocean eyes,Billie Eilish,4833745
158,159,Tutu,Camilo,4830254
159,160,Dancing With A Stranger (with Normani),Sam Smith,4829628
160,161,That Way - Bonus Track,Lil Uzi Vert,4825741
161,162,No Me Ame,Rvssian,4822090
162,163,SUGAR,BROCKHAMPTON,4821650
163,164,Save Your Tears,The Weeknd,4814467
164,165,Moonlight,XXXTENTACION,4810683
165,166,Be Alright,Dean Lewis,4800924
166,167,Callaita,Bad Bunny,4796394
167,168,Azul,J Balvin,4790088
168,169,How Do You Sleep?,Sam Smith,4786602
169,170,The Less I Know The Better,Tame Impala,4777546
170,171,All of Me,John Legend,4772635
171,172,Let Me Down Slowly,Alec Benjamin,4738277
172,173,Me Gusta,Shakira,4684896
173,174,I'll Wait,Kygo,4674532
174,175,SLOW DANCING IN THE DARK,Joji,4673076
175,176,Youngblood,5 Seconds of Summer,4647270
176,177,Eastside (with Halsey & Khalid),benny blanco,4643465
177,178,Dior,Pop Smoke,4639364
178,179,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,4618744
179,180,BLAME IT ON BABY,DaBaby,4616034
180,181,Follow,KAROL G,4593449
181,182,Blanco,J Balvin,4567267
182,183,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,4543871
183,184,High Hopes,Panic! At The Disco,4526980
184,185,Better Now,Post Malone,4493373
185,186,"Alone, Pt. II",Alan Walker,4469282
186,187,A Tu Merced,Bad Bunny,4461757
187,188,Lights Up,Harry Styles,4460204
188,189,Something Just Like This,The Chainsmokers,4450639
189,190,"thank u, next",Ariana Grande,4447998
190,191,3 Nights,Dominic Fike,4411998
191,192,God's Plan,Drake,4405630
192,193,I Like Me Better,Lauv,4404712
193,194,If I Can't Have You,Shawn Mendes,4401859
194,195,The Take (feat. Chris Brown),Tory Lanez,4394195
195,196,Fantasias - Remix,Rauw Alejandro,4392888
196,197,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4389918
197,198,Girls Like You (feat. Cardi B),Maroon 5,4380766
198,199,XO Tour Llif3,Lil Uzi Vert,4361105
199,200,Hate Me (with Juice WRLD),Ellie Goulding,4341651
0,1,THE SCOTTS,THE SCOTTS,48430814
1,2,Blinding Lights,The Weeknd,39815380
2,3,Roses - Imanbek Remix,SAINt JHN,33715483
3,4,Toosie Slide,Drake,33319125
4,5,death bed (coffee for your head),Powfu,28723959
5,6,Don't Start Now,Dua Lipa,27328676
6,7,SICKO MODE,Travis Scott,24424239
7,8,The Box,Roddy Ricch,24176908
8,9,Dance Monkey,Tones And I,24035263
9,10,Righteous,Juice WRLD,23233286
10,11,Blueberry Faygo,Lil Mosey,23116918
11,12,Say So,Doja Cat,23023262
12,13,goosebumps,Travis Scott,22652793
13,14,ROCKSTAR (feat. Roddy Ricch),DaBaby,19368988
14,15,Break My Heart,Dua Lipa,19003813
15,16,Supalonely,BENEE,18767669
16,17,HIGHEST IN THE ROOM,Travis Scott,18713474
17,18,Intentions (feat. Quavo),Justin Bieber,17639482
18,19,Falling,Trevor Daniel,17451702
19,20,Sunday Best,Surfaces,16983467
20,21,Savage,Megan Thee Stallion,15790028
21,22,Someone You Loved,Lewis Capaldi,15479120
22,23,Boss Bitch,Doja Cat,15474057
23,24,Yo Perreo Sola,Bad Bunny,14959588
24,25,ROXANNE,Arizona Zervas,14950290
25,26,Circles,Post Malone,14868230
26,27,Safaera,Bad Bunny,14663836
27,28,ily (i love you baby) (feat. Emilee),Surf Mesa,14102313
28,29,Tusa,KAROL G,14096506
29,30,WHATS POPPIN,Jack Harlow,13550926
30,31,In Your Eyes,The Weeknd,13468525
31,32,Physical,Dua Lipa,13247518
32,33,Adore You,Harry Styles,12987384
33,34,Life Is Good (feat. Drake),Future,12053518
34,35,Favorito,Camilo,12042862
35,36,Memories,Maroon 5,11717733
36,37,bad guy,Billie Eilish,11587288
37,38,Rojo,J Balvin,11501111
38,39,Before You Go,Lewis Capaldi,11302486
39,40,If the World Was Ending - feat. Julia Michaels,JP Saxe,11137128
40,41,Skechers,DripReport,10967603
41,42,Señorita,Shawn Mendes,10591687
42,43,everything i wanted,Billie Eilish,10573399
43,44,I’m Ready (with Demi Lovato),Sam Smith,10561912
44,45,Godzilla (feat. Juice WRLD),Eminem,10537834
45,46,STARGAZING,Travis Scott,9826799
46,47,Tattoo,Rauw Alejandro,9811036
47,48,Ride It,Regard,9464360
48,49,Breaking Me,Topic,9151645
49,50,lovely (with Khalid),Billie Eilish,9073735
50,51,BUTTERFLY EFFECT,Travis Scott,9053020
51,52,Walk Em Down (feat. Roddy Ricch),NLE Choppa,9022830
52,53,Amarillo,J Balvin,8992781
53,54,La Difícil,Bad Bunny,8803700
54,55,Lose Control,MEDUZA,8762220
55,56,PORFA,Feid,8691695
56,57,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,8621633
57,58,Ignorantes,Bad Bunny,8539127
58,59,Lucid Dreams,Juice WRLD,8132391
59,60,Yummy,Justin Bieber,8087512
60,61,Si Veo a Tu Mamá,Bad Bunny,8049558
61,62,hot girl bummer,blackbear,7815476
62,63,Level of Concern,Twenty One Pilots,7760299
63,64,Morado,J Balvin,7632102
64,65,RITMO (Bad Boys For Life),Black Eyed Peas,7537570
65,66,Diosa,Myke Towers,7467076
66,67,OUT WEST (feat. Young Thug),JACKBOYS,7416880
67,68,I Don't Care (with Justin Bieber),Ed Sheeran,7390228
68,69,BELIEVE IT,PARTYNEXTDOOR,7182749
69,70,Salt,Ava Max,7089676
70,71,Like It Is,Kygo,7062486
71,72,CITY OF ANGELS,24kGoldn,7001593
72,73,High Fashion (feat. Mustard),Roddy Ricch,6975655
73,74,After Party,Don Toliver,6972812
74,75,"10,000 Hours (with Justin Bieber)",Dan + Shay,6957328
75,76,You should be sad,Halsey,6936372
76,77,Like That (feat. Gucci Mane),Doja Cat,6872422
77,78,Elegí (feat. Dímelo Flow),Rauw Alejandro,6861844
78,79,Selfish,Madison Beer,6806852
79,80,when the party's over,Billie Eilish,6798161
80,81,Ballin' (with Roddy Ricch),Mustard,6753689
81,82,My Oh My (feat. DaBaby),Camila Cabello,6698472
82,83,Shallow,Lady Gaga,6668088
83,84,P2,Lil Uzi Vert,6614457
84,85,Emotions,Ufo361,6586138
85,86,Know Your Worth,Khalid,6577048
86,87,Hola - Remix,Dalex,6508858
87,88,Turks (feat. Travis Scott),NAV,6503974
88,89,Play Date,Melanie Martinez,6465535
89,90,Beautiful People (feat. Khalid),Ed Sheeran,6456110
90,91,Sigues Con El,Dímelo Flow,6405855
91,92,Boyfriend,Selena Gomez,6346736
92,93,Vete,Bad Bunny,6297250
93,94,Moral of the Story,Ashe,6287050
94,95,In Your Eyes (feat. Alida),Robin Schulz,6284186
95,96,Falling,Harry Styles,6220273
96,97,Believer,Imagine Dragons,6161875
97,98,Astronomia,Vicetone,6118256
98,99,rockstar (feat. 21 Savage),Post Malone,6099141
99,100,7 rings,Ariana Grande,6043728
100,101,La Santa,Bad Bunny,5930905
101,102,FIND MY WAY,DaBaby,5924411
102,103,Lalala,Y2K,5871990
103,104,After Hours,The Weeknd,5831279
104,105,Jocelyn Flores,XXXTENTACION,5812684
105,106,Bandit (with YoungBoy Never Broke Again),Juice WRLD,5811740
106,107,Watermelon Sugar,Harry Styles,5801880
107,108,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,5796367
108,109,Happier,Marshmello,5767057
109,110,Myron,Lil Uzi Vert,5762598
110,111,SAD!,XXXTENTACION,5758083
111,112,90-60-111,SHIRIN DAVID,5750861
112,113,Ransom,Lil Tecca,5749493
113,114,It's You,Ali Gatie,5687137
114,115,YOSEMITE,Travis Scott,5686981
115,116,This City,Sam Fischer,5682453
116,117,Kings & Queens,Ava Max,5656958
117,118,@ MEH,Playboi Carti,5649830
118,119,Gimme Love,Joji,5649255
119,120,No Idea,Don Toliver,5566678
120,121,BOP,DaBaby,5526080
121,122,Jangueo,Alex Rose,5521031
122,123,Bohemian Rhapsody - Remastered 2011,Queen,5502289
123,124,Heartless,The Weeknd,5501945
124,125,Shape of You,Ed Sheeran,5498006
125,126,Robbery,Juice WRLD,5481478
126,127,Lose You To Love Me,Selena Gomez,5469302
127,128,Get You The Moon (feat. Snøw),Kina,5460157
128,129,What A Man Gotta Do,Jonas Brothers,5455722
129,130,Say You Won't Let Go,James Arthur,5430804
130,131,PTSD,G Herbo,5429383
131,132,Goodbyes (Feat. Young Thug),Post Malone,5416179
132,133,Stupid Love,Lady Gaga,5415190
133,134,Without Me,Halsey,5369586
134,135,What If I Told You That I Love You,Ali Gatie,5369055
135,136,Bruises,Lewis Capaldi,5360492
136,137,MAMACITA,Black Eyed Peas,5321021
137,138,Perfect,Ed Sheeran,5267449
138,139,China,Anuel AA,5255404
139,140,Make You Mine,PUBLIC,5241650
140,141,Sigues Con El - Remix,Arcangel,5224645
141,142,Old Town Road - Remix,Lil Nas X,5139965
142,143,July,Noah Cyrus,5116060
143,144,LA CANCIÓN,J Balvin,5114199
144,145,No Me Conoce - Remix,Jhay Cortez,5069423
145,146,Fantasias,Rauw Alejandro,5067342
146,147,Never Seen the Rain,Tones And I,5061991
147,148,Por Primera Vez,Camilo,4988890
148,149,Wow.,Post Malone,4946044
149,150,No Time To Die,Billie Eilish,4945763
150,151,Houdini (feat. Swarmz & Tion Wayne),KSI,4914429
151,152,Sucker,Jonas Brothers,4902232
152,153,Maniac,Conan Gray,4898472
153,154,Money In The Grave (Drake ft. Rick Ross),Drake,4893516
154,155,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4880420
155,156,Keii,Anuel AA,4863727
156,157,Muévelo,Nicky Jam,4857369
157,158,Suicidal,YNW Melly,4838577
158,159,Azul,J Balvin,4829570
159,160,Sweet but Psycho,Ava Max,4808070
160,161,Be Alright,Dean Lewis,4788019
161,162,Can We Kiss Forever?,Kina,4761700
162,163,The Less I Know The Better,Tame Impala,4746921
163,164,ocean eyes,Billie Eilish,4722260
164,165,All of Me,John Legend,4716619
165,166,Sasuke,Lil Uzi Vert,4701551
166,167,Higher Love,Kygo,4691125
167,168,Moonlight,XXXTENTACION,4665164
168,169,Piece Of Your Heart,MEDUZA,4654911
169,170,Callaita,Bad Bunny,4635750
170,171,Dancing With A Stranger (with Normani),Sam Smith,4612134
171,172,Let Me Down Slowly,Alec Benjamin,4604335
172,173,Youngblood,5 Seconds of Summer,4602294
173,174,A Tu Merced,Bad Bunny,4563495
174,175,SUGAR,BROCKHAMPTON,4554734
175,176,Eastside (with Halsey & Khalid),benny blanco,4523953
176,177,How Do You Sleep?,Sam Smith,4512297
177,178,Better Now,Post Malone,4487505
178,179,Savage Remix (feat. Beyoncé),Megan Thee Stallion,4463942
179,180,High Hopes,Panic! At The Disco,4463462
180,181,SLOW DANCING IN THE DARK,Joji,4448600
181,182,Me Gusta,Shakira,4440661
182,183,If You’re Too Shy (Let Me Know) - Edit,The 1975,4429092
183,184,Something Just Like This,The Chainsmokers,4415603
184,185,Broke In A Minute,Tory Lanez,4406824
185,186,"Alone, Pt. II",Alan Walker,4395061
186,187,Tutu,Camilo,4393037
187,188,XO Tour Llif3,Lil Uzi Vert,4384635
188,189,Lights Up,Harry Styles,4380291
189,190,All Girls Are The Same,Juice WRLD,4379150
190,191,"thank u, next",Ariana Grande,4377529
191,192,Hate Me (with Juice WRLD),Ellie Goulding,4367368
192,193,God's Plan,Drake,4362068
193,194,I Like Me Better,Lauv,4354106
194,195,Dior,Pop Smoke,4321148
195,196,If I Can't Have You,Shawn Mendes,4317283
196,197,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,4299422
197,198,Fantasias - Remix,Rauw Alejandro,4287730
198,199,Girls Like You (feat. Cardi B),Maroon 5,4266332
199,200,Blanco,J Balvin,4214147
0,1,Blinding Lights,The Weeknd,38464931
1,2,Toosie Slide,Drake,37583329
2,3,THE SCOTTS,THE SCOTTS,35903259
3,4,Roses - Imanbek Remix,SAINt JHN,33511709
4,5,death bed (coffee for your head),Powfu,28117111
5,6,Don't Start Now,Dua Lipa,25769315
6,7,ROCKSTAR (feat. Roddy Ricch),DaBaby,23563124
7,8,Dance Monkey,Tones And I,22847376
8,9,The Box,Roddy Ricch,22749571
9,10,Blueberry Faygo,Lil Mosey,22071945
10,11,Say So,Doja Cat,21460156
11,12,Pain 1993 (with Playboi Carti),Drake,20132575
12,13,Savage Remix (feat. Beyoncé),Megan Thee Stallion,18837354
13,14,Break My Heart,Dua Lipa,18727417
14,15,Supalonely,BENEE,18477082
15,16,Intentions (feat. Quavo),Justin Bieber,17237165
16,17,SICKO MODE,Travis Scott,17220051
17,18,goosebumps,Travis Scott,16887862
18,19,Righteous,Juice WRLD,16810085
19,20,Falling,Trevor Daniel,16751384
20,21,Sunday Best,Surfaces,16189442
21,22,Be Kind (with Halsey),Marshmello,15521530
22,23,Chicago Freestyle (feat. Giveon),Drake,15099090
23,24,Someone You Loved,Lewis Capaldi,15086534
24,25,Boss Bitch,Doja Cat,15082961
25,26,Yo Perreo Sola,Bad Bunny,14760526
26,27,HIGHEST IN THE ROOM,Travis Scott,14622096
27,28,ROXANNE,Arizona Zervas,14429112
28,29,Circles,Post Malone,14365837
29,30,Safaera,Bad Bunny,14215438
30,31,ily (i love you baby) (feat. Emilee),Surf Mesa,14211267
31,32,Tusa,KAROL G,13199473
32,33,WHATS POPPIN,Jack Harlow,13098467
33,34,In Your Eyes,The Weeknd,13000752
34,35,Adore You,Harry Styles,12719592
35,36,Life Is Good (feat. Drake),Future,12199736
36,37,Physical,Dua Lipa,12141100
37,38,Favorito,Camilo,11528393
38,39,Savage,Megan Thee Stallion,11512915
39,40,Before You Go,Lewis Capaldi,11383834
40,41,Memories,Maroon 5,11256886
41,42,If the World Was Ending - feat. Julia Michaels,JP Saxe,11187333
42,43,Rojo,J Balvin,11185650
43,44,bad guy,Billie Eilish,11120687
44,45,Play Date,Melanie Martinez,10598399
45,46,D4L,Future,10537097
46,47,Señorita,Shawn Mendes,10457110
47,48,Skechers,DripReport,10073596
48,49,Demons (feat. Fivio Foreign & Sosa Geek),Drake,9935989
49,50,everything i wanted,Billie Eilish,9926659
50,51,Time Flies,Drake,9904749
51,52,Godzilla (feat. Juice WRLD),Eminem,9841490
52,53,Desires (with Future),Drake,9628215
53,54,Breaking Me,Topic,9562742
54,55,Not You Too (feat. Chris Brown),Drake,9284383
55,56,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9058266
56,57,Tattoo,Rauw Alejandro,9007065
57,58,Say So (feat. Nicki Minaj),Doja Cat,8998212
58,59,Ride It,Regard,8957939
59,60,lovely (with Khalid),Billie Eilish,8813110
60,61,PORFA,Feid,8789334
61,62,I’m Ready (with Demi Lovato),Sam Smith,8701215
62,63,Amarillo,J Balvin,8657765
63,64,La Difícil,Bad Bunny,8592760
64,65,Walk Em Down (feat. Roddy Ricch),NLE Choppa,8551869
65,66,Ignorantes,Bad Bunny,8392265
66,67,Landed,Drake,8355036
67,68,When To Say When,Drake,8304928
68,69,Nicht verdient,Capital Bra,8289128
69,70,Deep Pockets,Drake,8285754
70,71,Qué Maldición,Banda MS de Sergio Lizárraga,7877129
71,72,Lose Control,MEDUZA,7860048
72,73,War,Drake,7821869
73,74,Lucid Dreams,Juice WRLD,7786850
74,75,Si Veo a Tu Mamá,Bad Bunny,7784545
75,76,Salt,Ava Max,7692348
76,77,hot girl bummer,blackbear,7667660
77,78,Morado,J Balvin,7489710
78,79,Yummy,Justin Bieber,7386901
79,80,RITMO (Bad Boys For Life),Black Eyed Peas,7376000
80,81,After Party,Don Toliver,7352475
81,82,I Don't Care (with Justin Bieber),Ed Sheeran,7339771
82,83,Diosa,Myke Towers,7266024
83,84,From Florida With Love,Drake,7216610
84,85,Level of Concern,Twenty One Pilots,7068247
85,86,Elegí (feat. Dímelo Flow),Rauw Alejandro,7057790
86,87,BELIEVE IT,PARTYNEXTDOOR,6959120
87,88,Like It Is,Kygo,6919159
88,89,Losses,Drake,6894756
89,90,You should be sad,Halsey,6798006
90,91,Ballin' (with Roddy Ricch),Mustard,6769439
91,92,CITY OF ANGELS,24kGoldn,6754099
92,93,High Fashion (feat. Mustard),Roddy Ricch,6712436
93,94,"10,000 Hours (with Justin Bieber)",Dan + Shay,6699478
94,95,Shallow,Lady Gaga,6684451
95,96,when the party's over,Billie Eilish,6650928
96,97,Like That (feat. Gucci Mane),Doja Cat,6646559
97,98,Selfish,Madison Beer,6609305
98,99,Beautiful People (feat. Khalid),Ed Sheeran,6468384
99,100,Know Your Worth,Khalid,6459838
100,101,My Oh My (feat. DaBaby),Camila Cabello,6452642
101,102,Sigues Con El,Dímelo Flow,6223552
102,103,Vete,Bad Bunny,6206221
103,104,Believer,Imagine Dragons,6181146
104,105,OUT WEST (feat. Young Thug),JACKBOYS,6166732
105,106,In Your Eyes (feat. Alida),Robin Schulz,6166150
106,107,7 rings,Ariana Grande,6097919
107,108,Hola - Remix,Dalex,6080960
108,109,rockstar (feat. 21 Savage),Post Malone,6050109
109,110,This City,Sam Fischer,6019665
110,111,La Santa,Bad Bunny,6007968
111,112,P2,Lil Uzi Vert,5999393
112,113,Moral of the Story,Ashe,5994349
113,114,Falling,Harry Styles,5989885
114,115,Astronomia,Vicetone,5976691
115,116,Party Girl,StaySolidRocky,5808464
116,117,Happier,Marshmello,5799728
117,118,Jocelyn Flores,XXXTENTACION,5792041
118,119,Watermelon Sugar,Harry Styles,5737705
119,120,BUTTERFLY EFFECT,Travis Scott,5710883
120,121,Lalala,Y2K,5703428
121,122,SAD!,XXXTENTACION,5694271
122,123,STARGAZING,Travis Scott,5655566
123,124,Ransom,Lil Tecca,5644895
124,125,Jangueo,Alex Rose,5625362
125,126,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,5619658
126,127,Turks (feat. Travis Scott),NAV,5594561
127,128,Kings & Queens,Ava Max,5594220
128,129,It's You,Ali Gatie,5587742
129,130,Bohemian Rhapsody - Remastered 2011,Queen,5584426
130,131,,,5523117
131,132,Myron,Lil Uzi Vert,5512290
132,133,Bandit (with YoungBoy Never Broke Again),Juice WRLD,5503021
